Seite,Zeilen,TextDissertation,SeiteFundstelle,ZeilenFundstelle,TextFundstelle,Kategorie,ImLiteraturverzeichnis,Quelle,URL,Anmerkung
338, "09-20", "Ihren Appell, die Union nicht leichtfertig aufs Spiel zu setzen, begannen die “Federalists” mit einem inhaltlichen wie nahezu literarischen Paukenschlag: Es sei dem amerikanischen Volk vorbehalten, auf seinem Territorium eine Menschheitsfrage zu entscheiden, nämlich die, ob “[...] menschliche Gemeinschaften wirklich dazu fähig [sind], eine gute politische Ordnung auf der Grundlage vernünftiger Überlegung und freier Entscheidung einzurichten”, oder ob sie “für immer dazu verurteilt sind, bei der Festlegung ihrer politischen Verfassung von Zufall und Gewalt abhängig zu sein”. [982] In Amerika stand erstmal das Experiment einer großräumigen Republik an, die sich noch dazu nicht dem Zufall, sondern dem erklärten Willen der Bevölkerung verdanken sollte. Das Modell vom Gesellschaftsvertrag, mittels dessen sich die Bürger eine frei vereinbarte Ordnung geben, hatte erstmals die Chance, Wirklichkeit zu werden.", 1, "", "Ihren Appell, die Union nicht leichtfertig aufs Spiel zu setzen, begannen die „Federalists“ mit einem Paukenschlag: Es sei dem amerikanischen Volk vorbehalten, auf seinem Territorium eine Menschheitsfrage zu entscheiden, nämlich die, ob „menschliche Gemeinschaften wirklich dazu fähig [sind], eine gute politische Ordnung auf der Grundlage vernünftiger Überlegung und freier Entscheidung einzurichten“, oder ob sie „für immer dazu verurteilt sind, bei der Festlegung ihrer politischen Verfassung von Zufall und Gewalt abhängig zu sein“. In Amerika stand erstmals das Experiment einer großräumigen Republik an, die sich noch dazu nicht dem Zufall, sondern dem erklärten Willen der Bevölkerung verdanken sollte. Das Modell vom Gesellschaftsvertrag, mittels dessen sich die Bürger eine frei vereinbarte Ordnung geben, hatte erstmals die Chance, Wirklichkeit zu werden.", "KomplettPlagiat", "ja", "Zehnpfennig 1997", "http://de.guttenplag.wikia.com/wiki/Kategorie:Zehnpfennig%201997", "siehe auch http://www.sueddeutsche.de/app/subchannel/politik/guttenberg/. {{Fragmentsichter|Schuju|0}}"
338, "101-111", "[Fn 981] Die rechtsordnungsübergreifende Natur insbesondere des Grundsatzes der Gewaltenteilung erweist sich nicht zuletzt im vertikal gewaltenteilenden Subsidiaritätsprinzip, das auch eine Gewaltenbalance zwischen europäischen und staatlichen Organen schaffen will. Es weist über die jeweilige Rechtsordnung hinaus und setzt notwendigerweise die Existenz einer vorrangig und einer subsidiär zur Rechtsetzung berufenen Ebene voraus. Neben dem Grundsatz der Rechtsstaatlichkeit, der den Grundsatz der Gewaltenteilung einschließt, findet man bei einem Abgleich von Art. 6 Abs. 1 EUV und Art. 23 Abs. 1 Satz 1 GG das Demokratieprinzip und die Grund- und Menschenrechte, deren Beachtung wechselseitig von der jeweils anderen Rechtsordnung eingefordert wird. Das Demokratieprinzip, das Rechtsstaatsprinzip sowie die Grund- und Menschenrechte sind ebenfalls rechtsordnungsübergreifende Rechtssätze.", 25, "", "8. Die rechtsordnungsübergreifende Natur insbesondere des Grundsatzes der Gewaltenteilung erweist sich nicht zuletzt im vertikal gewaltenteilenden Subsidiaritätsprinzip, das auch eine Gewaltenbalance zwischen europäischen und staatlichen Organen schaffen will. Es weist über die jeweilige Rechtsordnung hinaus und setzt notwendigerweise die Existenz einer vorrangig und einer subsidiär zur Rechtsetzung berufenen Ebene voraus.&#13;&#10;&#13;&#10;9. Neben dem Grundsatz der Rechtsstaatlichkeit, der den Grundsatz der Gewaltenteilung einschließt, findet man bei einem Abgleich von Art. 6 Abs. 1 EUV und Art. 23 Abs. 1 Satz 1 GG das Demokratieprinzip und die Grund- und Menschenrechte, deren Beachtung wechselseitig von der jeweils anderen Rechtsordnung eingefordert wird. Das Demokratieprinzip, das Rechtsstaatsprinzip sowie die Grundund Menschenrechte sind rechtsordnungsübergreifende Rechtssätze.", "KomplettPlagiat", "nein", "Haratsch 2000", "http://de.guttenplag.wikia.com/wiki/Kategorie:Haratsch%202000", "Fortsetzung des Plagiats aus dem Haupttext"
338, "113-121", "[...], insb. P. Häberle, Europäische Verfassungslehre, 4. Aufl. 2006, S. 395 ff. m.w. N.; vgl. allgemein aus der Lit. P. Kunig, Das Rechtsstaatsprinzip, 1986; ders., Der Rechtsstaat, in: P. Badura / H. Dreier (Hrsg.), Festschrift 50 Jahre Bundesverfassungsgericht II, 2001, S. 379 ff.; K. Sobota, Das Prinzip Rechtsstaat, 1997; E. Sarcevic, Der Rechtsstaat, 1996. Zur europäischen Ebene bereits E.-W. Fuss, Zur Rechtsstaatlichkeit der Europäischen Gemeinschaften, in: DÖV 1964, S. 577 ff.; vgl. auch D. Buchwald, Zur Rechtsstaatlichkeit der Europäischen Union, in: Der Staat 37 (1998), S. 189 ff.; J. Schwarze, Rechtsstaatliche Grundätze [sic!] für das Verwaltungshandeln in der Rechtsprechung des Europäischen Gerichtshofs, in: Festschrift für G.C. Rodriguez Iglesias, 2003, S. 147 ff.", "395,401", "", "S. 395, Fussnote 395:&#13;&#10;&#13;&#10;Aus der neueren Lit.: K. Sobota, Das Prinzip Rechtsstaat, 1997; E. Sarcevic, Der Rechtsstaat, 1996; P. Kunig, Das Rechtsstaatsprinzip, 1986; ders., Der Rechtsstaat, in: P. Badura/H. Dreier (Hrsg.), FS 50 Jahre BVerfG II, 2001, S. 379 ff.&#13;&#10;&#13;&#10;S. 401, Fussnote 434:&#13;&#10;&#13;&#10;Früh: E.-W. Fuss, Zur Rechtsstaatlichkeit der Europäischen Gemeinschaften, DÖV 1964, S. 577 ff.; s. auch D. Buchwald, Zur Rechtsstaatlichkeit der Europäischen Union, Der Staat 37 (1998), S. 189 ff.; J. Schwarze, Rechtsstaatliche Grundsätze für das Verwaltungshandeln in der Rechtsprechung des Europäischen Gerichtshofs, FS Rodriguez Iglesias, 2003, S. 147 ff.", "VerschärftesBauernOpfer", "ja", "Häberle 2006", "http://de.guttenplag.wikia.com/wiki/Kategorie:Häberle%202006", "Man beachte die Distanzierung von Häberle: Erst wird die Seite des Plagiats im Original als Fussnote für weitere Nachweise angegeben, dann wird sich davon mit &quot;vgl. allgemein aus der Lit.&quot; distanziert, um dann die Nachweise von Häberle wortgleich in anderer Reihenfolge zu kopieren. {{Fragmentsichter|KayH|+}}"
339, "01-24", "Indem die „Federalists“ auf diesen Sachverhalt hinwiesen, appellierten sie an den amerikanischen Bürgerstolz. Damit hatten sie der Diskussion von vornherein eine Richtung gegeben, die kleinliches Kalkül geradezu verbot. Es ging nicht nur um das vordergründige Selbsterhaltungsinteresse, sondern darüber hinaus um eine Entscheidung von weltgeschichtlicher Dimension. Wie immer das Ergebnis dieser Entscheidung zu beurteilen ist - wer sich an einem Geschehen beteiligt weiß, mit dem ein Meilenstein in der Geschichte gesetzt wird, dem ist damit ein Motiv gegeben, über den bloßen Augenblick, über das eigene kleine Leben hinaus zu denken. Mag man auch solchen Stolz auf das Mitwirken im Weltgeschehen als eine nur etwas subtilere Form der Befriedigung des Eigeninteresses deuten - auf jeden Fall verkörpert sich darin ein wenig mehr als die Sorge um das bloße Alltagsgeschäft, und dieses „Mehr“ ist es wohl auch, das Begeisterung zu wecken vermag. [Fn 983] Große Ideen mobilisieren gelegentlich auch große Emotionen, und auf diese ist man bei der Durchsetzung von über den Tag hinausweisenden Zielvorstellungen nicht weniger angewiesen als auf einen klaren, nüchternen Verstand.&#13;&#10;&#13;&#10;Doch die „Federalists“ beließen es nicht bei der Beschwörung der großen Idee, sie bedienten mit ihrer Argumentation auch eine der verlässlichsten innermenschlichen Kräfte: die Selbstbezogenheit. Indem sie versprachen, daß sich gerade durch das neue System das Eigeninteresse der Einzelstaaten und ihrer Bürger frei entfalten könne, forderten sie kein fundamentales Umdenken, sondern empfahlen ein neues Mittel für einen alten Zweck. So sind die Vorteile, die die Autoren einer neu konsolidierten Union zuschrieben, auch unmittelbar evident, weil von der Art, wie sie im Überlebenskampf zählen: Die Union der Staaten ermöglicht wirtschaftlichen Wohlstand und eine effizientere Sicherheitspolitik. [Fn 984]", 1, "Abs. 16-18", "Indem die „Federalists“ auf diesen Sachverhalt hinwiesen, appellierten sie an den amerikanischen Bürgerstolz. Damit hatten sie der Diskussion von vornherein eine Richtung gegeben, von der her sich kleinliches Kalkül geradezu verbot. Es ging nicht nur um das vordergründige Selbsterhaltungsinteresse, sondern darüber hinaus um eine Entscheidung von weltgeschichtlicher Dimension. Wie immer das Ergebnis dieser Entscheidung zu beurteilen ist - wer sich an einem Geschehen beteiligt weiß, mit dem ein Meilenstein in der Geschichte gesetzt wird, dem ist damit ein Motiv gegeben, über den bloßen Augenblick, über das eigene kleine Leben hinaus zu denken.&#13;&#10;&#13;&#10;Mag man auch solchen Stolz auf das Mitwirken im Weltgeschehen als eine nur etwas subtilere Form der Befriedigung des Eigeninteresses deuten - auf jeden Fall verkörpert sich darin ein wenig mehr als die Sorge um das bloße Alltagsgeschäft, und dieses „Mehr“ ist es wohl auch, das Begeisterung zu wecken vermag. Große Ideen mobilisieren auch große Gefühle, und auf diese ist man bei der Durchsetzung von über den Tag hinausweisenden Zielvorstellungen nicht weniger angewiesen als auf einen klaren, nüchternen Verstand.&#13;&#10;&#13;&#10;Doch die „Federalists“ beließen es nicht bei der Beschwörung der großen Idee, sie bedienten mit ihrer Argumentation auch die verläßlichste innermenschliche Kraft, die Selbstliebe. Indem sie versprachen, daß sich gerade durch das neue System das Eigeninteresse der Einzelstaaten und ihrer Bürger frei entfalten könne, forderten sie kein fundamentales Umdenken, sondern empfahlen ein neues Mittel für einen alten Zweck. So sind die Vorteile, die die Autoren einer neu konsolidierten Union zuschrieben, auch unmittelbar evident, weil von der Art, wie sie im Überlebenskampf zählen: Die Union der Staaten ermöglicht wirtschaftlichen Wohlstand und eine effizientere Sicherheitspolitik.", "VerschärftesBauernOpfer", "ja", "Zehnpfennig 1997", "http://de.guttenplag.wikia.com/wiki/Kategorie:Zehnpfennig%201997", "Fußnote vorhanden, aber kein Hinweis auf wörtliches Zitat, Plagiat wird in Fn 984 fortgesetzt {{Fragmentsichter|Nerd_wp|+}}"
339, "104-114", "[Fn 984] Zu den ökonomischen Vorteilen zählt der Wegfall der Zollschranken, eine bessere Erschließung von Ressourcen, das Auffangen von Angebots- und Nachfrageschwankungen im gemeinsamen Markt und die Belebung des Außenhandels durch ein Warenangebot, das aufgrund der freien Rohstoff- und Warenzirkulation in der Union preislich und qualitativ auch für andere Nationen attraktiv wird. Was die Sicherheitspolitik angeht, so sahen die „Federalists“ in einer engen Union den Garanten für Frieden zwischen den Staaten wie auch zwischen der Union und anderen Nationen: schon die gemeinsame Stärke sollte andere davon abschrecken, nach dem bewährten Prinzip des „divide et impera“ zu verfahren und die Staaten gegeneinander auszuspielen. Bloße militärische Allianzen lehnten die Autoren allerdings ab. Wer erst im Krisenfall als Einheit auftritt, hat vorher vielleicht politische Fakten geschaffen, die dann ein gemeinsames militärisches Vorgehen unmöglich machen, vgl. [...]", 1, "Abs. 19", "Zu den ökonomischen Vorteilen zählt der Wegfall der Zollschranken, eine bessere Erschließung von Ressourcen, das Auffangen von Angebots- und Nachfrageschwankungen im gemeinsamen Markt und die Belebung des Außenhandels durch ein Warenangebot, das aufgrund der freien Rohstoff- und Warenzirkulation in der Union preislich und qualitativ auch für andere Nationen attraktiv wird. Was die Sicherheitspolitik angeht, so sahen die „Federalists“ in einer engen Union den Garanten für Frieden zwischen den Staaten wie auch zwischen der Union und anderen Nationen; schon die gemeinsame Stärke sollte andere davon abschrecken, nach dem bewährten Prinzip des „Teile und herrsche“ zu verfahren und die Staaten gegeneinander auszuspielen. Bloße militärische Allianzen lehnten die Autoren allerdings ab. Wer erst im Krisenfall als Einheit auftritt, hat vorher vielleicht politische Fakten geschaffen, die dann ein gemeinsames militärisches Vorgehen unmöglich machen.", "VerschärftesBauernOpfer", "ja", "Zehnpfennig 1997", "http://de.guttenplag.wikia.com/wiki/Kategorie:Zehnpfennig%201997", "Fortsetzung des Plagiats aus dem Haupttext.  {{Fragmentsichter|Nerd_wp|+}}"
340, "01-26", "Das amerikanische Nationalgefühl ist zweifelsohne – und nicht erst seit dem 11. September 2001 (&quot;United we stand.&quot; &quot;We are all Americans.&quot;) – eines der stabilsten Bindeglieder innerhalb der Bevölkerung. Was die Menschen allgemein primär eint, nämlich eine Bedrohung von außen, spielte auch zu Zeiten der Verfassunggebung eine bedeutende Rolle. Schließlich hatten die Siedler den Unabhängigkeitskrieg unter Einsatz ihres Lebens gewonnen. Ein weiteres einigendes Element für das Identitätsgefühl war sprachlicher Natur, da sich trotz der Vielsprachigkeit der aus allen Teilen Europas kommenden Einwanderer Englisch als die &quot;lingua franca&quot; durchsetzte. Schließlich verband die Siedler auch die Immensität der gemeinsamen Aufgabe, den Kontinent zu erschließen, sich die Chancen nutzbar zu machen und die Gefahren zu überwinden. Gleichwohl wäre es ein Mythos, anzunehmen, das amerikanische Volk sei gleichsam mit unteilbarer Identität und Souveränitätsbewusstsein &quot;geboren&quot; [Fn 985].&#13;&#10;&#13;&#10;Europäern fehlt die gemeinsame Sprache. Die &quot;finalité politique&quot;, das Ziel einer Föderation von Nationalstaaten (zum Unterschied der &quot;föderierten Nation&quot; der USA) ist begründet auf dem (nie gänzlich illusionsfreien) Motto der &quot;Einheit in Vielfalt&quot;. Trotzdem darf von einer &quot;europäischen Identität&quot; [Fn 986] gesprochen werden. Letztere zu definieren ist zum ersten Mal in dem &#039;&#039;Dokument des Europäischen Rates in Kopenhagen&#039;&#039; 1978, sodann mit der Einsetzung des &#039;&#039;Adonnino Ausschusses&#039;&#039; in Fontainebleau 1984 versucht worden. Die Zielsetzung war freilich nicht, nationalstaatliche Identitäten in einem europäischen &quot;melting pot&quot; zu verschmelzen. Aber ebenso wie &quot;life liberty and the pursuit of happiness&quot; (vgl. die &#039;&#039;Declaration of Independence&#039;&#039;, 1776) das umfassende amerikanische Lebensprinzip wurde, sind die Europäischen Gemeinschaften mit den Zielen Frieden, Wohlstand, Solidarität, Freiheit und der Absicht Europa eine aktive Rolle in der Weltpolitik zu geben, ins Leben gerufen worden. [Fn 987]", "8,9", "", "Das amerikanische Nationalgefühl ist zweifelsohne - und nicht erst seit dem 11. September 2001 (&quot;United we stand.&quot; &quot;We are all Americans.&quot;) - eines der stärksten Bindungen innerhalb der Bevölkerung. Was die Menschen zu allererst eint, nämlich eine Bedrohung von außen, spielte auch damals eine bedeutende Rolle. Schließlich haben die Siedler den Unabhängigkeitskrieg unter Einsatz ihres Lebens gewonnen. Ein weiteres einigendes Element für das Identitätsgefühl war sprachlicher Natur, da sich trotz der Vielsprachigkeit der aus allen Teilen Europas kommenden Einwanderer Englisch als die lingua franca durchsetzte. Schließlich verband die Siedler auch die Immensität der gemeinsamen Aufgabe, den weiten Kontinent zu erschließen, sich die Chancen nutzbar zu machen und die Gefahren zu überwinden. Trotzdem wäre es ein Mythos, anzunehmen, das amerikanische Volk sei gleichsam mit unteilbarer Identität und Souveränitätsbewusstsein &quot;geboren&quot;.&#13;&#10;[...]&#13;&#10;Wir Europäer haben nicht nur keine gemeinsame Sprache. Unsere &quot;finalité politique&quot;, unser Ziel einer Föderation von Nationalstaaten (zum Unterschied der &quot;föderierten Nation&quot; der USA) ist begründet auf dem Motto der &quot;Einheit in der Vielfalt&quot;. Und dennoch ist es nicht vermessen, von einer europäischen Identität zu sprechen. Selbige zu definieren ist zum ersten Mal in dem Dokument des Europäischen Rates in Kopenhagen 1978, sodann mit der Einsetzung des Adonnino Ausschusses in Fontainebleau 1984 versucht worden. Selbstverständlich geht es nicht darum, nationalstaatliche Identitäten in einem europäischen &quot;melting pot&quot; zu verschmelzen. Aber ebenso wie &quot;life, liberty and the pursuit of happiness&quot; das umfassende amerikanische Lebensprinzip wurde, sind die Europäischen Gemeinschaften mit den Zielen Frieden, Wohlstand, Solidarität, Freiheit, und der Absicht, Europa eine aktive Rolle in der Weltpolitik zu geben, ins Leben gerufen worden.", "Verschleierung", "ja", "Burghardt 2002", "http://de.guttenplag.wikia.com/wiki/Kategorie:Burghardt%202002", "Fußnote vorhanden, aber kein Hinweis auf beinahe wörtliches Zitat; Plagiat wird in Fn 985 und 987 fortgesetzt. {{Fragmentsichter|Schuju|0}}"
340, "101-111", "[Fn 985] Siehe auch &#039;&#039;G. Burghardt&#039;&#039;, Die Europäische Verfassungsentwicklung aus dem Blickwinkel der USA, Vortrag an der Humboldt-Universität zu Berlin am 6. Juni 2002, sowie &#039;&#039;J. Ellis&#039;&#039;, Founding Brothers. The Revolutionary Generation, 2002, Ch. „Generations: ‚Sovereignty did not reside with the federal government or the individual states; it resided with The People. What that meant was anyone’s guess, since there was no such thing at this formative stage as an American ‚people‘; indeed, the primary purpose of the Constitution was to provide the framework to gather together the scattered strands of the population into a more coherent collective worthy of that designation.“ Dem großen „amerikanischen“ Europäer &#039;&#039;A. Einstein&#039;&#039; wird inflationär folgender Satz zugeschrieben: „America is not a state, it is a continent. The Americans are not a people but the result of permanent immigration which has not yet come to an end.“", 9, "9-20", "Lassen Sie mich dazu noch einmal Joseph Ellis zitieren: &#13;&#10;&#039;&#039;&quot;Sovereignty did not reside with the federal government or the individual states; it resided with The People. What that meant was anyone’s guess, since there was no such thing at this formative stage as an American ‚people‘; indeed, the primary purpose of the Constitution was to provide the framework to gather together the scattered strands of the population into a more coherent collective worthy of that designation.“&#039;&#039; &#13;&#10;Oder der große Europäer Albert Einstein [...]: &#13;&#10;&#039;&#039;„America is not a state, it is a continent. The Americans are not a people but the result of permanent immigration which has not yet come to an end.“&#039;&#039;", "VerschärftesBauernOpfer", "ja", "Burghardt 2002", "http://de.guttenplag.wikia.com/wiki/Kategorie:Burghardt%202002", "Anstatt hier erneut eine Seitenzahl &quot;aus dem Blauen&quot; zu nehmen, verzichtet KTzG auf die Angabe der Seitenzahl des Ellis-Zitats, das er aus der Burghardt-Rede abgeschrieben hat. {{Fragmentsichter|Schuju|+}}"
340, "112-117", "Fußnote 986, S. 340:&#13;&#10;&#13;&#10;Vgl. H. Haarmann (Hrsg.), Europäische Identität und Sprachenvielfalt, 1995; M. Schauer, Europäische Identität und demokratische Tradition, 1996; D. Scholz, Europa – vom Mythos zur Union. Gedanken über die europäische Identität und die Aufgaben Europas nach Maastricht II, 1996. Vgl. auch E. Pache, Europäische und nationale Identität: Integration durch Verfassungsrecht?, in: DVBl. 2002, S. 1154ff; W. Graf Vitzthum, Die Identität Europas, in: EuR 2002, S. 1 ff.", "54,  600", "", "Fußnote 213, S. 54:&#13;&#10;&#13;&#10;[...] Aus der neueren und neuesten Lit. siehe weiterhin: H. Haarmann (Hrsg.), Europäische Identität und Sprachenvielfalt, 1995; D. Scholz, Europa — vom Mythos zur Union. Gedanken über die europäische Identität und über die Aufgaben Europas nach Maastricht II, 1996; M. Schauer, Europäische Identität und demokratische Tradition, 1996; [...]&#13;&#10;&#13;&#10;Fußnote 2, S. 600:&#13;&#10;&#13;&#10;[...] E. Pache, Europäische und nationale Identität: Integration durch Verfassungsrecht?, DVBl. 2002, S. 1154 ff.; [...] W. Graf Vitzthum, Die Identität Europas, EuR 2002, S. 1 ff.", "ShakeAndPaste", "ja", "Häberle 2006", "http://de.guttenplag.wikia.com/wiki/Kategorie:Häberle%202006", "G. bedient sich aus zwei Fußnoten, was sich sogar in einem zweifachen &quot;Vgl.&quot;, &quot;Vgl. auch&quot; widerspiegelt.  Offenbar war sich der Verfasser nicht sicher, ob die beiden Fußnoten sich wirklich auf dasselbe Thema beziehen. {{Fragmentsichter|KayH|+}}"
340, "118-119", "[Fn 987] Der europäische Verfassungskonvent stand letztlich auch in diesem Kontext vor der Aufgabe, Europa den Bürgern näher zu bringen, die Identifizierung des Einzelnen [mit dem Einigungswerk zu erleichtern, den europäischen Bürger zum &quot;stakeholder&quot; der gemeinsamen Zukunft zu machen. Ein symbolträchtiger Anfang war mit europäischer Hymne, Flagge und dem Euro gelungen.]", 9, "", "Der europäische Verfassungskonvent steht nun vor der Aufgabe, Europa den Bürgern näher zu bringen, die Identifizierung des Einzelnen mit dem Einigungswerk zu erleichtern, den europäischen Bürger zum &quot;stakeholder&quot; der gemeinsamen Zukunft zu machen. Mit europäischer Hymne, Flagge und dem Euro ist ein symbolhafter Anfang gelungen, der auch in den USA Eindruck macht.", "Verschleierung", "ja", "Burghardt 2002", "http://de.guttenplag.wikia.com/wiki/Kategorie:Burghardt%202002", "Fortsetzung des Plagiats aus dem Haupttext. {{Fragmentsichter|Schuju|0}}"
341, "101-103", "[Der europäische Verfassungskonvent stand letztlich auch in diesem Kontext vor der Aufgabe, Europa den Bürgern näher zu bringen, die Identifizierung des Einzelnen] mit dem Einigungswerk zu erleichtern, den europäischen Bürger zum &quot;stakeholder&quot; der gemeinsamen Zukunft zu machen. Ein symbolträchtiger Anfang war mit europäischer Hymne, Flagge und dem Euro gelungen.", 9, "", "[Der europäische Verfassungskonvent steht nun vor der Aufgabe, Europa den Bürgern näher zu bringen, die Identifizierung des Einzelnen] mit dem Einigungswerk zu erleichtern, den europäischen Bürger zum &quot;stakeholder&quot; der gemeinsamen Zukunft zu machen. Mit europäischer Hymne, Flagge und dem Euro ist ein symbolhafter Anfang gelungen, der auch in den USA Eindruck macht.", "Verschleierung", "ja", "Burghardt 2002", "http://de.guttenplag.wikia.com/wiki/Kategorie:Burghardt%202002", "Fortsetzung der Fn von vorheriger Seite. {{Fragmentsichter|Schuju|0}}"
342, "19-29", "Hierbei ist zunächst zu konstatieren, dass die Nation in Europa während etwa zweihundert Jahren in gewisser und freilich höchst eingeschränkter Weise an die Stelle der Religion getreten ist. Die – wie bereits erwähnt – im 17. Jahrhundert der Staatlichkeit unterworfene Religion wurde als kriegsauslösendes Element gebannt. Kriege fanden nach diesem Zeitpunkt nicht mehr zwischen den Religionen, sondern zwischen den Nationen statt, aber die kriegsrelevanten Mechanismen waren durchaus vergleichbar. Die &quot;Nation&quot; war durch die Romantik ursprünglich als ein eher kulturelles Phänomen erfunden worden, und zwar als Reaktion auf die als zu intellektuell empfundene Aufklärung. [Fn 992] Die romantischen Gegenwerte zur Aufklärung fanden im kulturell gedachten Begriff der Nation ihren Niederschlag. Für die abstrakten, aufklärerischen Ideen des Republikanismus brauchte die fran- [zösische Revolution nun aber einen identitätsstiftenden Rahmen.]", 1, "", "Hier ist vorweg zu erwähnen, dass die Nation in Europa während etwa zweihundert Jahren in gewisser Weise an die Stelle der Religion getreten ist. Die Religion hatte man wie bereits erwähnt im 17.Jahrhundert der Staatlichkeit unterworfen, wodurch sie als kriegsauslösendes Element gebannt wurde. Kriege fanden nach diesem Zeitpunkt nicht mehr zwischen den Religionen, sondern zwischen den Nationen statt, aber die kriegsauslösenden Mechanismen waren durchaus vergleichbar. Die &quot;Nation&quot; war durch die Romantik ursprünglich als ein rein kulturelles Phänomen erfunden worden, und zwar als Reaktion auf die als zu intellektuell empfundene Aufklärung. [...] Diese drei romantischen Gegenwerte zur Aufklärung fanden im ursprünglich rein kulturell gedachten Begriff der Nation ihren Niederschlag. Für die abstrakten, aufklärerischen Ideen des Republikanismus brauchte die französischen Revolution nun aber ein identitätsstiftendes Gefäss.", "Verschleierung", "ja", "Haller 2003", "http://de.guttenplag.wikia.com/wiki/Kategorie:Haller%202003", "Plagiat wird in Fn 992 fortgesetzt. {{Fragmentsichter|Schuju|+}}"
342, "101-107", "Fussnote 989, S. 340:&#13;&#10;&#13;&#10;Aus der Lit. zur „nationalen Identität“: A. Bleckmann, Die Wahrung der nationalen Identität im Unionsvertrag, in: JZ 1997, S. 265 ff.; M. Hilf, Europäische Union und nationale Identität der Mitgliedstaaten, in: A. Randelzhofer / R. Scholz / D. Wilke (Hrsg.), Gedächtnisschrift für Eberhard Grabitz, 1995, S. 157 ff.; U. Haltern, Europäischer Kulturkampf. Zur Wahrung „nationaler Identität“ im Unionsvertrag, in: Der Staat 37 (1998), S. 591 ff.; K. Doehring, Die nationale „Identität“ der Mitgliedstaaten der EU, in: O. Due u. a. (Hrsg.), Festschrift für U. Everling, 1995, Band 1, S. 263 ff.", 57, "", "Fussnote 222, S. 57:&#13;&#10;&#13;&#10;Aus der Lit. zur &quot;nationalen Identität&quot;: K. Doehring, Die nationale &quot;Identität&quot; der Mitgliedstaaten der EU, FS Everling, Bd. I, 1995, S. 263 ff.; A. Bleckmann, Die Wahrung der nationalen Identität im Unionsvertrag, JZ 1997, S. 265 ff.; M. Hilf, Europäische Union und nationale Identität der Mitgliedstaaten, GS E. Grabitz, 1995, S. 157 ff.; U. R. Haltern, Europäischer Kulturkampf. Zur Wahrung „nationaler Identität&quot; im Unions-Vertrag, Der Staat 37 (1998), S. 591 ff.; A. Puttler, in: Ch. Calliess/M. Ruffert (Hrsg.), Kommentar zu EU-Vertrag und EG-Vertrag, 1999, Art. 6 EUV, Rn. 191 ff. — Allgemein: E. V. Heyen, Kultur und Identität in der europäischen Verwaltungsrechtsvergleichung, 2000.", "Verschleierung", "ja", "Häberle 2006", "http://de.guttenplag.wikia.com/wiki/Kategorie:Häberle%202006", "{{Fragmentsichter|KayH|+}}"
342, "110-113", "[Fn 992] Die Aufklärung ging hauptsächlich von drei Prämissen aus, von der Vernunft, vom Universalismus und vom Individualsimus. Anstelle der Vernunft wurde in der Romantik die Emotion betont, anstelle der universalen Betrachtungsweise das Kleinräumige, das Besondere, die kulturelle Eigenart, und anstelle des Individuums die Gruppe.", 1, "", "Die Aufklärung ging hauptsächlich von drei Prämissen aus, von der Vernunft, vom Universalimus und vom Individualismus. Anstelle der Vernunft wurde in der Romantik die Emotion betont, anstelle der universalen Betrachtungsweise das Kleinräumige, das Besondere, die kulturelle Eigenart, und anstelle des Individuums die Gruppe.", "KomplettPlagiat", "ja", "Haller 2003", "http://de.guttenplag.wikia.com/wiki/Kategorie:Haller%202003", "Fortsetzung des Platiats aus dem Haupttext. {{Fragmentsichter|Schuju|+}}"
